id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
249,江苏省,宿迁市,沭阳县,万顺·帝景天成1#2#7#-1室、1#2#7#7b商业01室,万顺·帝景天成1#2#7#-1室、1#2#7#7b商业,万顺·帝景天成1#2#7#-1室、1#2#7#,万顺·帝景天成1#2#7#-1室、1#2#,万顺·帝景天成1#2#7#-1室、1#,万顺·帝景天成1#2#7#-1室、,万顺·帝景天成1#2#7#-,万顺·帝景天成1#2#,万顺·帝景天成1#,万顺·帝景天成,,,,,,,
250,浙江省,金华市,浦江县,黄宅镇夏阳路9号,黄宅镇夏阳路,,,,,,,,,,,,,,,
251,浙江省,金华市,义乌市,大陈楂林春林工业区,,,,,,,,,,,,,,,,
252,浙江省,金华市,东阳市,横店镇昌盛路46号,横店镇昌盛路,,,,,,,,,,,,,,,
253,浙江省,金华市,,环城南路西段1479号新洲.丽晶小区14幢02室,环城南路西段1479号新洲.丽晶小区14幢,环城南路西段1479号新洲.丽晶小区,环城南路西段,,,,,,,,,,,,,
254,浙江省,金华市,东阳市,江北街道轻工业园区,,,,,,,,,,,,,,,,
255,浙江省,金华市,婺城区,临江西路528号,临江西路,,,,,,,,,,,,,,,
256,浙江省,金华市,东阳市,吴宁镇东郊斯村,,,,,,,,,,,,,,,,
257,浙江省,金华市,,工业园区神丽路1666号1-3#,工业园区神丽路1666号1-,工业园区神丽路1666号,工业园区神丽路,,,,,,,,,,,,,
258,浙江省,金华市,,金星南街609号,金星南街,,,,,,,,,,,,,,,
259,浙江省,金华市,武义县,泉溪湖沿工业区,,,,,,,,,,,,,,,,
260,浙江省,金华市,东阳市,画水镇竹溪工业功能区10号,画水镇竹溪工业功能区,,,,,,,,,,,,,,,
261,浙江省,金华市,武义县,桐琴星辉园,,,,,,,,,,,,,,,,
262,浙江省,金华市,金东区,曹宅镇工业功能区,,,,,,,,,,,,,,,,
263,浙江省,金华市,东阳市,吴宁街道吴宁东路214号）,吴宁街道吴宁东路,,,,,,,,,,,,,,,
264,浙江省,金华市,永康市,古丽镇永丰村龙川西路179号,古丽镇永丰村龙川西路,,,,,,,,,,,,,,,
265,浙江省,金华市,义乌市,上溪镇四通西路45号,上溪镇四通西路,,,,,,,,,,,,,,,
266,江苏省,南通市,如皋市,如城街道海阳中路东侧、跃进路南侧金荣广场第四层,,,,,,,,,,,,,,,,
267,浙江省,金华市,浦江县,和平公寓a幢2102室,和平公寓a幢,,,,,,,,,,,,,,,
268,浙江省,金华市,兰溪市,兰江街道南樵北路3号,兰江街道南樵北路,,,,,,,,,,,,,,,
269,浙江省,金华市,婺城区,安地镇回坑村,,,,,,,,,,,,,,,,
270,浙江省,金华市,东阳市,南马镇葛府村双溪口,,,,,,,,,,,,,,,,
271,浙江省,金华市,东阳市,白云街道歌山路18号,白云街道歌山路,,,,,,,,,,,,,,,
272,浙江省,金华市,兰溪市,赤溪街道,,,,,,,,,,,,,,,,
273,浙江省,金华市,东阳市,于浙江省东阳市吴宁街道城南西路57巷88号,于浙江省东阳市吴宁街道城南西路57巷,于浙江省东阳市吴宁街道城南西路,,,,,,,,,,,,,,
274,浙江省,金华市,东阳市,经济开发区江滨南街633号,经济开发区江滨南街,,,,,,,,,,,,,,,
275,浙江省,金华市,兰溪市,赤溪街道朱犁村,,,,,,,,,,,,,,,,
276,浙江省,金华市,兰溪市,经济开发区轻工园区a区,,,,,,,,,,,,,,,,
277,浙江省,金华市,武义县,百花山工业区兰花路5号,百花山工业区兰花路,,,,,,,,,,,,,,,
278,浙江省,金华市,武义县,明招路家园阳光城（明招路5号）,明招路家园阳光城（明招路,,,,,,,,,,,,,,,
279,,,,兰江街道尖山村,,,,,,,,,,,,,,,,
280,浙江省,金华市,兰溪市,赤溪街道朱犁村,,,,,,,,,,,,,,,,
281,浙江省,金华市,永康市,总部中心金品大厦十六、十七楼,,,,,,,,,,,,,,,,
282,浙江省,杭州市,滨江区,浦沿街道君景庭1幢2单元803室,浦沿街道君景庭1幢2单元,浦沿街道君景庭1幢,浦沿街道君景庭,,,,,,,,,,,,,
283,湖南省,常德市,武陵区,城西办事处贾家湖社区武陵大道,,,,,,,,,,,,,,,,
284,江西省,上饶市,横峰县,岑阳镇工业园区迎宾大道北侧,,,,,,,,,,,,,,,,
285,浙江省,金华市,东阳市,江北街道艺海北路300-2号第二层,江北街道艺海北路300-,江北街道艺海北路,,,,,,,,,,,,,,
286,浙江省,金华市,东阳市,吴宁街道岘峰路22,吴宁街道岘峰路,,,,,,,,,,,,,,,
287,浙江省,金华市,东阳市,白云街道东义路希,,,,,,,,,,,,,,,,
288,浙江省,金华市,东阳市,白云街道兴平西路376号,白云街道兴平西路,,,,,,,,,,,,,,,
289,浙江省,金华市,武义县,白洋街道牛背金工业区,,,,,,,,,,,,,,,,
290,浙江省,金华市,东阳市,吴宁街道中山路216-2号,吴宁街道中山路216-,吴宁街道中山路,,,,,,,,,,,,,,
291,浙江省,金华市,义乌市,权，义乌市上溪镇四通西路138号,权，义乌市上溪镇四通西路,,,,,,,,,,,,,,,
292,浙江省,金华市,,双龙南街康达商厦,,,,,,,,,,,,,,,,
293,浙江省,杭州市,淳安县,千岛湖镇东源路1299号2幢、9幢,千岛湖镇东源路1299号2幢、,千岛湖镇东源路1299号,千岛湖镇东源路,,,,,,,,,,,,,
294,浙江省,金华市,东阳市,六石街道长松岗工业区,,,,,,,,,,,,,,,,
295,浙江省,金华市,,八一南街1190号6幢1-105室,八一南街1190号6幢1-,八一南街1190号6幢,八一南街1190号,八一南街,,,,,,,,,,,,
296,浙江省,杭州市,,闲林街道碧水铭苑湖畔世家19幢,闲林街道碧水铭苑湖畔世家,,,,,,,,,,,,,,,
297,浙江省,金华市,义乌市,文化路117号,文化路,,,,,,,,,,,,,,,
298,浙江省,金华市,永康市,东城龙洋潮花苑56号,东城龙洋潮花苑,,,,,,,,,,,,,,,
299,浙江省,金华市,武义县,白洋街道童庐工业区,,,,,,,,,,,,,,,,
300,浙江省,金华市,东阳市,白云街道关山路63－23号、6－25号,白云街道关山路63－23号、6－,白云街道关山路63－23号、,白云街道关山路63－,白云街道关山路,,,,,,,,,,,,
301,,,,千岛湖滨江度假村39号101室,千岛湖滨江度假村39号,千岛湖滨江度假村,,,,,,,,,,,,,,
302,浙江省,金华市,兰溪市,赤溪街道王铁店村,,,,,,,,,,,,,,,,
303,浙江省,金华市,东阳市,南马镇花园小康新区22号、107号,南马镇花园小康新区22号、,南马镇花园小康新区,,,,,,,,,,,,,,
304,浙江省,金华市,义乌市,西城路200号,西城路,,,,,,,,,,,,,,,
305,浙江省,金华市,东阳市,江北街道江滨北街10号,江北街道江滨北街,,,,,,,,,,,,,,,
306,浙江省,金华市,磐安县,安文镇横城小区63号,安文镇横城小区,,,,,,,,,,,,,,,
307,浙江省,丽水市,青田县,鹤城镇鹤城东路88号第一层,鹤城镇鹤城东路,,,,,,,,,,,,,,,
308,浙江省,金华市,兰溪市,经济开发区越中路11号,经济开发区越中路,,,,,,,,,,,,,,,
309,浙江省,金华市,武义县,东南工业区熟溪牛长塘水库脚,,,,,,,,,,,,,,,,
310,浙江省,金华市,浦江县,中山南路30号,中山南路,,,,,,,,,,,,,,,
311,浙江省,金华市,兰溪市,永昌街道,,,,,,,,,,,,,,,,
312,浙江省,金华市,,蒋堂镇开化村1－4幢,蒋堂镇开化村1－,蒋堂镇开化村,,,,,,,,,,,,,,
313,浙江省,金华市,永康市,江南锦江华庭51号,江南锦江华庭,,,,,,,,,,,,,,,
314,浙江省,金华市,武义县,解放街6号,解放街,,,,,,,,,,,,,,,
315,浙江省,金华市,兰溪市,梅江镇近外阳村,,,,,,,,,,,,,,,,
316,浙江省,衢州市,衢江区,东港街道芦林路以东金仓路10号1幢,东港街道芦林路以东金仓路10号,东港街道芦林路以东金仓路,,,,,,,,,,,,,,
317,浙江省,金华市,,玉泉东路天彩名苑3幢1-6室和4幢1-5室,玉泉东路天彩名苑3幢1-6室和4幢1-,玉泉东路天彩名苑3幢1-6室和4幢,玉泉东路天彩名苑3幢1-6室和,玉泉东路天彩名苑3幢1-,玉泉东路天彩名苑3幢,玉泉东路天彩名苑,,,,,,,,,,
318,浙江省,金华市,东阳市,白云街道办事处东针路以西、华山路以北,,,,,,,,,,,,,,,,
319,浙江省,杭州市,淳安县,千岛湖镇东源路1299号1幢、3幢,千岛湖镇东源路1299号1幢、,千岛湖镇东源路1299号,千岛湖镇东源路,,,,,,,,,,,,,
320,浙江省,金华市,,香格里花园s1s6,香格里花园s1s,香格里花园s,,,,,,,,,,,,,,
321,浙江省,金华市,武义县,县城温泉路80号,县城温泉路,,,,,,,,,,,,,,,
322,,,,西城解放街22号2501室,西城解放街22号,西城解放街,,,,,,,,,,,,,,
323,浙江省,金华市,浦江县,万达月泉别墅69-f,万达月泉别墅,,,,,,,,,,,,,,,
324,浙江省,金华市,武义县,中源西路,,,,,,,,,,,,,,,,
325,浙江省,金华市,兰溪市,上园路318号金报尊园59幢101室,上园路318号金报尊园59幢,上园路318号金报尊园,上园路,,,,,,,,,,,,,
326,安徽省,黄山市,歙县,经济开发区,,,,,,,,,,,,,,,,
327,浙江省,金华市,东阳市,白云街道东阳国际缝制机械城d幢,,,,,,,,,,,,,,,,
328,安徽省,黄山市,屯溪区,花山路36号新徽天地风情街1幢,花山路36号新徽天地风情街,花山路,,,,,,,,,,,,,,
329,浙江省,金华市,义乌市,丹溪三区7幢104室,丹溪三区7幢,丹溪三区,,,,,,,,,,,,,,
330,浙江省,金华市,婺城区,临江西路528号,临江西路,,,,,,,,,,,,,,,
331,浙江省,金华市,武义县,城栖霞花苑一区1幢,城栖霞花苑一区,,,,,,,,,,,,,,,
332,湖北省,襄阳市,老河口市,天桥路浦峰江南国际花园35幢,天桥路浦峰江南国际花园,,,,,,,,,,,,,,,
333,浙江省,金华市,浦江县,浦南街道中山南路255-1号304室,浦南街道中山南路255-1号,浦南街道中山南路255-,浦南街道中山南路,,,,,,,,,,,,,
334,上海市,上海市,普陀区,长寿路587号3幢18-20沙田大厦,长寿路587号3幢18-,长寿路587号3幢,长寿路587号,长寿路,,,,,,,,,,,,
335,浙江省,金华市,兰溪市,永昌街道兰塘张村,,,,,,,,,,,,,,,,
336,浙江省,金华市,,金东综合园区纵六路,,,,,,,,,,,,,,,,
337,浙江省,金华市,武义县,金厦.银湖花园30幢-103室,金厦.银湖花园30幢-,金厦.银湖花园,,,,,,,,,,,,,,
338,浙江省,金华市,,工贸区汇鑫花园3-602室,工贸区汇鑫花园3-,工贸区汇鑫花园,,,,,,,,,,,,,,
339,浙江省,金华市,兰溪市,上华街道皂洞口村,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,
341,浙江省,金华市,东阳市,南马镇,,,,,,,,,,,,,,,,
342,浙江省,杭州市,西湖区,和家园紫和园7幢2单元1102室,和家园紫和园7幢2单元,和家园紫和园7幢,和家园紫和园,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,
344,浙江省,金华市,义乌市,城中中路88号,城中中路,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,
346,浙江省,金华市,东阳市,画水镇竹溪工业功能区16号,画水镇竹溪工业功能区,,,,,,,,,,,,,,,
347,浙江省,金华市,东阳市,横店济慈路128号,横店济慈路,,,,,,,,,,,,,,,
348,浙江省,金华市,东阳市,江北街道华店工业功能区,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,
350,浙江省,金华市,东阳市,歌山镇大里村,,,,,,,,,,,,,,,,
351,,,,武义,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,
353,浙江省,金华市,磐安县,新城区高头六号,,,,,,,,,,,,,,,,
354,广东省,中山市,浦江县,特色,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,
356,浙江省,金华市,义乌市,万商华府,,,,,,,,,,,,,,,,
357,浙江省,金华市,永康市,江南金胜花苑,,,,,,,,,,,,,,,,
358,,,,武义经济开发区仙洞工业区,,,,,,,,,,,,,,,,
359,浙江省,金华市,武义县,城解放南街,,,,,,,,,,,,,,,,
360,浙江省,绍兴市,诸暨市,暨阳街道城北路187号,暨阳街道城北路,,,,,,,,,,,,,,,
361,,,,临安市锦城街道瑞麒佳苑3幢504室,临安市锦城街道瑞麒佳苑3幢,临安市锦城街道瑞麒佳苑,,,,,,,,,,,,,,
362,浙江省,杭州市,桐庐县,县城大奇山路488号影视嘉园6幢桐庐县县城大奇山路554-546号,县城大奇山路488号影视嘉园6幢桐庐县县城大奇山路554-,县城大奇山路488号影视嘉园6幢桐庐县县城大奇山路,县城大奇山路488号影视嘉园,县城大奇山路,,,,,,,,,,,,
363,上海市,上海市,松江区,佘山镇桃源路188弄132号,佘山镇桃源路188弄,佘山镇桃源路,,,,,,,,,,,,,,
364,浙江省,湖州市,,里村路333号,里村路,,,,,,,,,,,,,,,
365,浙江省,杭州市,拱墅区,沈半路267号,沈半路,,,,,,,,,,,,,,,
366,浙江省,杭州市,余杭区,。位于杭州市余杭区余杭镇余昌路福田花园9幢177-4-1号,。位于杭州市余杭区余杭镇余昌路福田花园9幢177-4-,。位于杭州市余杭区余杭镇余昌路福田花园9幢177-,。位于杭州市余杭区余杭镇余昌路福田花园9幢,。位于杭州市余杭区余杭镇余昌路福田花园,,,,,,,,,,,,
367,浙江省,杭州市,萧山区,义桥镇义桥大桥北侧,,,,,,,,,,,,,,,,
368,浙江省,杭州市,西湖区,留庄高级公寓6幢3单元101室,留庄高级公寓6幢3单元,留庄高级公寓6幢,留庄高级公寓,,,,,,,,,,,,,
369,,,,临安市板桥镇灵溪村,,,,,,,,,,,,,,,,
370,浙江省,丽水市,莲都区,水阁工业园区[UN8]店路s号,水阁工业园区[UN,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,
372,浙江省,绍兴市,,利济桥直街69号101室,利济桥直街69号,利济桥直街,,,,,,,,,,,,,,
373,,,,暨阳街道艮塔东路127号6,暨阳街道艮塔东路127号,暨阳街道艮塔东路,,,,,,,,,,,,,,
374,浙江省,绍兴市,越城区,毓兰华庭13幢101,毓兰华庭13幢,毓兰华庭,,,,,,,,,,,,,,
375,江西省,上饶市,,广丰县永丰街道永丰大道111号金都广场1幢,广丰县永丰街道永丰大道111号金都广场,广丰县永丰街道永丰大道,,,,,,,,,,,,,,
376,,,,绍兴县陶堰镇工业园区1幢/2幢,绍兴县陶堰镇工业园区1幢/,绍兴县陶堰镇工业园区,,,,,,,,,,,,,,
377,浙江省,绍兴市,诸暨市,山下湖镇诸暨华东国际珠宝城一期市场a01,山下湖镇诸暨华东国际珠宝城一期市场a,,,,,,,,,,,,,,,
378,浙江省,绍兴市,诸暨市,暨阳街道乐园一区107幢503室,暨阳街道乐园一区107幢,暨阳街道乐园一区,,,,,,,,,,,,,,
379,,,,绍兴县杨汛桥南[UNK]工业园10665.95,绍兴县杨汛桥南[UNK]工业园10665.,绍兴县杨汛桥南[UNK]工业园,,,,,,,,,,,,,,
380,浙江省,金华市,浦江县,中山南路67号,中山南路,,,,,,,,,,,,,,,
381,浙江省,金华市,浦江县,人民东路浦江福泰隆广场4-5层,人民东路浦江福泰隆广场4-,人民东路浦江福泰隆广场,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,
384,浙江省,金华市,临江市,婺城新区临江工业区,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,
386,浙江省,,,华隆食品,,,,,,,,,,,,,,,,
387,浙江省,金华市,永康市,花街镇九里山背,,,,,,,,,,,,,,,,
388,浙江省,金华市,,仙源湖旅游度假区仙缘欧境仙洲26-01号,仙源湖旅游度假区仙缘欧境仙洲26-,仙源湖旅游度假区仙缘欧境仙洲,,,,,,,,,,,,,,
389,浙江省,金华市,义乌市,桥东别墅33号,桥东别墅,,,,,,,,,,,,,,,
390,浙江省,金华市,永康市,花街镇九里山背,,,,,,,,,,,,,,,,
391,浙江省,金华市,兰溪市,兰江街道环城西路5号,兰江街道环城西路,,,,,,,,,,,,,,,
392,浙江省,金华市,东阳市,白云街道海德公园香山一路6号,白云街道海德公园香山一路,,,,,,,,,,,,,,,
393,,,,浦江经济开发区,,,,,,,,,,,,,,,,
394,浙江省,绍兴市,,坤和山水人家彩云天2-1-702室,坤和山水人家彩云天2-1-,坤和山水人家彩云天2-,坤和山水人家彩云天,,,,,,,,,,,,,
395,,,,杭州湾上虞工业区,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,
397,,,,梁湖镇城南水乡8幢502室,梁湖镇城南水乡8幢,梁湖镇城南水乡,,,,,,,,,,,,,,
398,浙江省,金华市,浦江县,黄宅镇迎宾路589号,黄宅镇迎宾路,,,,,,,,,,,,,,,
399,浙江省,杭州市,城区,下城区新华坊22幢4单元201室,下城区新华坊22幢4单元,下城区新华坊22幢,下城区新华坊,,,,,,,,,,,,,
400,浙江省,杭州市,滨江区,浦沿街道水晶城2-1-2803,浦沿街道水晶城2-1-,浦沿街道水晶城2-,浦沿街道水晶城,,,,,,,,,,,,,
401,浙江省,绍兴市,诸暨市,暨阳街道下坊门桂花园26幢2单元1202室,暨阳街道下坊门桂花园26幢2单元,暨阳街道下坊门桂花园26幢,暨阳街道下坊门桂花园,,,,,,,,,,,,,
402,浙江省,金华市,永康市,江南溪心中路186号（第1-2层,江南溪心中路186号（第1-,江南溪心中路186号（第,江南溪心中路,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,
404,浙江省,绍兴市,,袍江开发区富华制衣厂8,袍江开发区富华制衣厂,,,,,,,,,,,,,,,
405,山东省,济宁市,金乡县,羊山镇政府驻地旁,,,,,,,,,,,,,,,,
406,浙江省,台州市,,新台州大厦,,,,,,,,,,,,,,,,
407,浙江省,台州市,,新台州大厦,,,,,,,,,,,,,,,,
408,浙江省,丽水市,缙云县,七里乡金弄市场路西150号及150-2号,七里乡金弄市场路西150号及150-,七里乡金弄市场路西150号及,七里乡金弄市场路西,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,
410,浙江省,金华市,兰溪市,人民南路11号301,人民南路11号,人民南路,,,,,,,,,,,,,,
411,,,,柯桥蓝天市心广场8幢202,柯桥蓝天市心广场8幢,柯桥蓝天市心广场,,,,,,,,,,,,,,
412,,,,绍兴县富盛镇[UNK]山村,,,,,,,,,,,,,,,,
413,,,,滨海工业区八五丘,,,,,,,,,,,,,,,,
414,浙江省,金华市,武义县,城天意嘉苑s号楼第s层,,,,,,,,,,,,,,,,
415,浙江省,金华市,义乌市,稠江江滨西路438-442号,稠江江滨西路438-,稠江江滨西路,,,,,,,,,,,,,,
416,,,,柯桥城郊华舍街道小赭村,,,,,,,,,,,,,,,,
417,,,,柯桥蓝天市心广场7幢108室,柯桥蓝天市心广场7幢,柯桥蓝天市心广场,,,,,,,,,,,,,,
418,,,,百草园公寓7幢302室,百草园公寓7幢,百草园公寓,,,,,,,,,,,,,,
419,浙江省,金华市,兰溪市,轻工工业功能区雁沙路,,,,,,,,,,,,,,,,
420,浙江省,金华市,义乌市,常春路109号,常春路,,,,,,,,,,,,,,,
421,,,,绍兴县湖塘街道鉴湖村,,,,,,,,,,,,,,,,
422,浙江省,绍兴市,,袍江汤公路与荷湖路东北角,,,,,,,,,,,,,,,,
423,浙江省,杭州市,萧山区,靖江街道京明凤凰家园3幢2单元1101室,靖江街道京明凤凰家园3幢2单元,靖江街道京明凤凰家园3幢,靖江街道京明凤凰家园,,,,,,,,,,,,,
424,浙江省,金华市,兰溪市,振兴路s号锦绣天成as幢s室,,,,,,,,,,,,,,,,
425,浙江省,金华市,义乌市,江东银河小区·月苑s幢s号,,,,,,,,,,,,,,,,
426,浙江省,绍兴市,,袍江财富中心菖蒲街388号,袍江财富中心菖蒲街,,,,,,,,,,,,,,,
427,浙江省,绍兴市,,袍江汤公路与荷湖路东北角,,,,,,,,,,,,,,,,
428,浙江省,金华市,永康市,经济开发区学院北路176号,经济开发区学院北路,,,,,,,,,,,,,,,
429,浙江省,绍兴市,,杨汛桥镇工业园区,,,,,,,,,,,,,,,,
430,,,,袍江工业区s-s30,袍江工业区s-s,,,,,,,,,,,,,,,
431,,,,柯桥鉴湖路湖景花园营业房d幢105号,柯桥鉴湖路湖景花园营业房d幢,,,,,,,,,,,,,,,
432,浙江省,金华市,义乌市,江廿三里街道小商品加工区a-3地块,江廿三里街道小商品加工区a-,,,,,,,,,,,,,,,
433,,,,水木清华14幢102室,水木清华14幢,水木清华,,,,,,,,,,,,,,
434,浙江省,绍兴市,,越城孙海芳越国文化博物馆,,,,,,,,,,,,,,,,
435,浙江省,绍兴市,,绍兴袍江越商大厦1401,绍兴袍江越商大厦,,,,,,,,,,,,,,,
436,,,,保佑桥直街185号-103室,保佑桥直街185号-,保佑桥直街,,,,,,,,,,,,,,
437,,,,兰亭镇任家[UNK]6,兰亭镇任家[UNK],,,,,,,,,,,,,,,
438,,,,绍兴县滨海工业区,,,,,,,,,,,,,,,,
439,浙江省,绍兴市,诸暨市,街亭镇茅塘山村,,,,,,,,,,,,,,,,
440,,,,阮市镇甘溪坞村，西临枫湄路,,,,,,,,,,,,,,,,
441,浙江省,绍兴市,诸暨市,山下湖镇纬一路北侧1#,山下湖镇纬一路北侧,,,,,,,,,,,,,,,
442,,,,袍江斗门镇上窑村（汤公路27号）,袍江斗门镇上窑村（汤公路,,,,,,,,,,,,,,,
443,,,,柯桥蓝天商业中心柯桥蓝天商业中心1幢3044室至3056室,柯桥蓝天商业中心柯桥蓝天商业中心1幢3044室至,柯桥蓝天商业中心柯桥蓝天商业中心1幢,柯桥蓝天商业中心柯桥蓝天商业中心,,,,,,,,,,,,,
444,,,,绍兴县滨海工业区八九丘,,,,,,,,,,,,,,,,
445,浙江省,绍兴市,,袍江华欣大厦1601,袍江华欣大厦,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,
447,浙江省,绍兴市,越城区,皋埠镇山前徐村,,,,,,,,,,,,,,,,
448,,,,绍兴县安昌镇[UNK]底王村、齐贤镇2湖沿村s幢,绍兴县安昌镇[UNK]底王村、齐贤镇,,,,,,,,,,,,,,,
449,云南省,保山市,隆阳区,永昌街道办事处兰城路130号,永昌街道办事处兰城路,,,,,,,,,,,,,,,
450,浙江省,绍兴市,越城区,灵芝镇大树江村,,,,,,,,,,,,,,,,
451,,,,滨海工业区九一丘,,,,,,,,,,,,,,,,
452,,,,柯岩街道湖山花园27幢,柯岩街道湖山花园,,,,,,,,,,,,,,,
453,,,,湖塘街道大坞村,,,,,,,,,,,,,,,,
454,浙江省,绍兴市,,袍江工业区三江路以北,,,,,,,,,,,,,,,,
455,香港特别行政区,香港特别行政区,南区,柯岩街道梅墅水庄南区10幢203,柯岩街道梅墅水庄南区10幢,柯岩街道梅墅水庄南区,,,,,,,,,,,,,,
456,,,,袍江新区13号,袍江新区,,,,,,,,,,,,,,,
457,上海市,上海市,闵行区,莘建东路58弄2号2812、2813室,莘建东路58弄2号2812、,莘建东路58弄2号,莘建东路58弄,莘建东路,,,,,,,,,,,,
458,,,,绍兴县马鞍镇新闸村、永久塘村,,,,,,,,,,,,,,,,
459,浙江省,绍兴市,,柯迪花园29幢18,柯迪花园29幢,柯迪花园,,,,,,,,,,,,,,
460,浙江省,丽水市,缙云县,新碧街道碧华路7号,新碧街道碧华路,,,,,,,,,,,,,,,
461,浙江省,金华市,义乌市,福田一区7幢2号,福田一区7幢,福田一区,,,,,,,,,,,,,,
462,浙江省,丽水市,,水阁工业区云景路105号,水阁工业区云景路,,,,,,,,,,,,,,,
463,浙江省,金华市,义乌市,大陈镇金山路38号,大陈镇金山路,,,,,,,,,,,,,,,
464,浙江省,金华市,兰溪市,诸葛镇殿后朱村,,,,,,,,,,,,,,,,
465,,,,武义经济开发区双联（百花山工业区）,,,,,,,,,,,,,,,,
466,浙江省,金华市,,铁路南站站区,,,,,,,,,,,,,,,,
467,浙江省,丽水市,缙云县,新碧街道上应路6-1号,新碧街道上应路6-,新碧街道上应路,,,,,,,,,,,,,,
468,浙江省,丽水市,龙泉市,塔石乡金岗工业区,,,,,,,,,,,,,,,,
469,浙江省,绍兴市,,柯桥金柯桥大道1358号绍兴国贸大厦1801,柯桥金柯桥大道1358号绍兴国贸大厦,柯桥金柯桥大道,,,,,,,,,,,,,,
470,江苏省,淮安市,,区经济开发区经十六路东侧、纬三路南侧,,,,,,,,,,,,,,,,
471,浙江省,绍兴市,诸暨市,位，位于诸暨市暨阳街道195UNK]萝东路s号,位，位于诸暨市暨阳街道,,,,,,,,,,,,,,,
472,,,,解放南路675号,解放南路,,,,,,,,,,,,,,,
473,浙江省,杭州市,滨江区,长河街道通江路251号江锦国际大厦402室,长河街道通江路251号江锦国际大厦,长河街道通江路,,,,,,,,,,,,,,
474,浙江省,绍兴市,,滨海商业中心商场,,,,,,,,,,,,,,,,
475,浙江省,绍兴市,,锦绣花园1幢延安路212、214号,锦绣花园1幢延安路212、,锦绣花园1幢延安路,锦绣花园,,,,,,,,,,,,,
476,浙江省,绍兴市,,滨海商业中心,,,,,,,,,,,,,,,,
477,,,,柯桥蓝天商业中心1幢3603~3071室,柯桥蓝天商业中心1幢3603~,柯桥蓝天商业中心1幢,柯桥蓝天商业中心,,,,,,,,,,,,,
478,,,,柯桥华泰大厦501、502室,柯桥华泰大厦501、,柯桥华泰大厦,,,,,,,,,,,,,,
479,广东省,茂名市,,柯桥世茂名流s12s1301s1305,柯桥世茂名流s12s1301s,柯桥世茂名流s12s,柯桥世茂名流s,,,,,,,,,,,,,
480,,,,名都苑4幢402、404室,名都苑4幢402、,名都苑4幢,名都苑,,,,,,,,,,,,,
481,浙江省,绍兴市,,袍江斗门镇外谷社地段2、3、6幢,袍江斗门镇外谷社地段2、3、,袍江斗门镇外谷社地段2、,袍江斗门镇外谷社地段,,,,,,,,,,,,,
482,浙江省,绍兴市,,幢s室，绍兴26安201路s幢s室,幢s室，绍兴26安,幢s室，绍兴,,,,,,,,,,,,,,
483,浙江省,绍兴市,,兰亭镇黄贤村6-2幢,兰亭镇黄贤村6-,兰亭镇黄贤村,,,,,,,,,,,,,,
484,浙江省,绍兴市,,东双桥公寓10幢503室,东双桥公寓10幢,东双桥公寓,,,,,,,,,,,,,,
485,浙江省,金华市,东阳市,东义路340号,东义路,,,,,,,,,,,,,,,
486,,,,遂松路315号,遂松路,,,,,,,,,,,,,,,
487,浙江省,湖州市,,织里镇秦家港村利安路s号,,,,,,,,,,,,,,,,
488,,,,湖东路239号家乐多商厦115、116、117、118、126室,湖东路239号家乐多商厦115、116、117、118、,湖东路239号家乐多商厦115、116、117、,湖东路239号家乐多商厦115、116、,湖东路239号家乐多商厦115、,湖东路239号家乐多商厦,湖东路,,,,,,,,,,
489,,,,湖东路s239家乐多商厦s110s111s119s120s121s125,湖东路s239家乐多商厦s110s111s119s120s121s,湖东路s239家乐多商厦s110s111s119s120s,湖东路s239家乐多商厦s110s111s119s,湖东路s239家乐多商厦s110s111s,湖东路s239家乐多商厦s110s,湖东路s239家乐多商厦s,湖东路s,,,,,,,,,
490,浙江省,丽水市,缙云县,新碧街道新民路10号,新碧街道新民路,,,,,,,,,,,,,,,
491,,,,红丰路1600号,红丰路,,,,,,,,,,,,,,,
492,浙江省,金华市,,4东莱路s号新纪元香墅s幢329室,4东莱路s号新纪元香墅s幢,,,,,,,,,,,,,,,
493,浙江省,丽水市,缙云县,壶镇镇锦绣路45号,壶镇镇锦绣路,,,,,,,,,,,,,,,
494,,,,红丰路1600号,红丰路,,,,,,,,,,,,,,,
495,,,,金华东孝工业区,,,,,,,,,,,,,,,,
